Gene1,Gene2
XRCC3,BLM
XRCC6,BLM
HIST1H2BN,BLM
BRCA2,BLM
RAD51B,BLM
TIMELESS,BLM
BRCA1,BLM
RFC1,BLM
POLR3H,POLR3D
POLR3D,POLR3H
POLR3H,POLR1B
POLR1B,POLR3H
POLR3H,SSB
SSB,POLR3H
POLR3H,POU2F1
POU2F1,POLR3H
POLR3H,POLR3G
POLR3H,GTF3C5
GTF3C5,POLR3H
POLR3H,TBP
TBP,POLR3H
POLR3H,BDP1
BDP1,POLR3H
POLR3H,GTF3C1
GTF3C1,POLR3H
POLR3H,NFIB
NFIB,POLR3H
POLR3H,ZNF143
ZNF143,POLR3H
POLR3H,POLR3F
POLR3F,POLR3H
POLR3H,POLR2H
POLR2H,POLR3H
POLR3H,GTF3C4
GTF3C4,POLR3H
POLR3H,GTF2A2
GTF2A2,POLR3H
POLR3H,POLR2F
POLR2F,POLR3H
POLR3H,POLR2E
POLR2E,POLR3H
POLR3H,GTF3C2
GTF3C2,POLR3H
POLR3H,GTF3A
GTF3A,POLR3H
POLR3H,POLR1C
POLR1C,POLR3H
PDLIM7,CDC5L
CDC5L,PDLIM7
ILF2,HP
GTF3C1,POLR3D
POLR3D,GTF3C1
GTF3C1,POLR3G
GTF3C1,GTF3C5
GTF3C5,GTF3C1
GTF3C1,TBP
TBP,GTF3C1
GTF3C1,BDP1
BDP1,GTF3C1
GTF3C1,POLR3F
POLR3F,GTF3C1
GTF3C1,POLR2H
POLR2H,GTF3C1
GTF3C1,GTF3C4
GTF3C4,GTF3C1
GTF3C1,POLR2F
POLR2F,GTF3C1
GTF3C1,POLR2E
POLR2E,GTF3C1
GTF3C1,GTF3C2
GTF3C2,GTF3C1
GTF3C1,GTF3A
GTF3A,GTF3C1
GTF3C1,POLR1C
POLR1C,GTF3C1
RBCK1,RNF4
RNF4,RBCK1
RBCK1,GNB2L1
RBCK1,TNFAIP3
TNFAIP3,RBCK1
RBCK1,TCEB1
TCEB1,RBCK1
RBCK1,CDC20
RBCK1,TRIM71
RBCK1,UBE2C
RBCK1,RNF19A
RNF19A,RBCK1
UPF2,RNPS1
RNPS1,UPF2
UPF2,SMARCD2
SMARCD2,UPF2
UPF2,XRN2
UPF2,CDC5L
CDC5L,UPF2
RNF4,UBE2C
PTTG1,UBE2C
RAD51,UBE2C
PCGF6,UBE2C
TCEB1,UBE2C
BMI1,UBE2C
EHMT1,UBE2C
CDKN1A,UBE2C
ZRANB2,UBE2C
RNF19A,UBE2C
EHMT2,UBE2C
RNF2,UBE2C
RELA,UBE2C
BRCA1,UBE2C
MCM3,UBE2C
GTF2F1,HNRNPH1
YBX1,HNRNPH1
SRSF3,HNRNPH1
SSB,HNRNPH1
HNRNPR,HNRNPH1
RNPS1,HNRNPH1
HNRNPK,HNRNPH1
ALYREF,HNRNPH1
MATR3,HNRNPH1
ILF2,HNRNPH1
ELAVL2,HNRNPH1
POLR2H,HNRNPH1
SRSF10,HNRNPH1
SRSF5,HNRNPH1
CDC5L,HNRNPH1
SNRPB,HNRNPH1
HNRNPAB,HNRNPH1
PLRG1,HNRNPH1
SRSF2,HNRNPH1
POLR2F,HNRNPH1
POLR2E,HNRNPH1
ILF3,HNRNPH1
POLR2B,HNRNPH1
HNRNPUL1,HNRNPH1
RBFOX2,HNRNPH1
EWSR1,HNRNPH1
RBMX,HNRNPH1
CHD4,GATAD2B
GATAD2B,CHD4
CHD4,HIST2H2BE
HIST2H2BE,CHD4
CHD4,BRPF1
BRPF1,CHD4
CHD4,HDAC2
HDAC2,CHD4
CHD4,RBBP4
RBBP4,CHD4
CHD4,PHF21A
PHF21A,CHD4
CHD4,ZNF217
ZNF217,CHD4
CHD4,HDAC1
HDAC1,CHD4
CHD4,BRD7
BRD7,CHD4
CHD4,JUN
JUN,CHD4
CHD4,MTA3
MTA3,CHD4
CHD4,TBP
TBP,CHD4
CHD4,HIST1H2BN
HIST1H2BN,CHD4
CHD4,ZNF219
ZNF219,CHD4
CHD4,TRIM27
TRIM27,CHD4
CHD4,GATAD2A
GATAD2A,CHD4
CHD4,EHMT2
EHMT2,CHD4
CHD4,RNF2
RNF2,CHD4
CHD4,SMARCA4
SMARCA4,CHD4
CHD4,SAP18
SAP18,CHD4
CHD4,PHC1
CHD4,RBBP7
RBBP7,CHD4
PTRF,POLR1B
POLR1B,PTRF
PTRF,TBP
TBP,PTRF
PTRF,ERCC2
ERCC2,PTRF
PTRF,POLR1E
POLR1E,PTRF
PTRF,POLR2H
POLR2H,PTRF
PTRF,POLR2F
POLR2F,PTRF
PTRF,POLR2E
POLR2E,PTRF
PTRF,GTF2H3
GTF2H3,PTRF
PTRF,CD3EAP
PTRF,S100A10
PTRF,POLR1C
POLR1C,PTRF
PTRF,FHL2
FHL2,PTRF
BCL11B,NR2F2
NR2F2,BCL11B
BCL11B,SATB2
SATB2,BCL11B
BCL11B,RBBP4
RBBP4,BCL11B
BCL11B,CUX1
CUX1,BCL11B
BCL11B,EOMES
EOMES,BCL11B
BCL11B,RBBP7
RBBP7,BCL11B
HIST2H2BE,SMC4
TOP2B,SMC4
CDC5L,SMC4
HIST1H2BN,SMC4
TIMELESS,SMC4
MCM8,SMC4
RFC1,SMC4
MCM3,SMC4
FXR1,RAN
RAD51,PRIM1
MCM8,PRIM1
RFC1,PRIM1
MCM3,PRIM1
COPS5,DTL
COPS5,ERCC2
ERCC2,COPS5
COPS5,POLR2H
POLR2H,COPS5
COPS5,TCEB1
TCEB1,COPS5
COPS5,CDC5L
CDC5L,COPS5
COPS5,POLR2E
POLR2E,COPS5
COPS5,POLR2B
POLR2B,COPS5
COPS5,JUN
JUN,COPS5
COPS5,WDR5
WDR5,COPS5
COPS5,CREB1
CREB1,COPS5
COPS5,CDKN1A
CDKN1A,COPS5
COPS5,POLR2F
POLR2F,COPS5
COPS5,GTF2H3
GTF2H3,COPS5
COPS5,RBBP7
RBBP7,COPS5
PHF8,KDM4C
KDM4C,PHF8
PHF8,H3F3A
NF1,GTF2F1
GTF2F1,NF1
NF1,POU2F1
POU2F1,NF1
NF1,SOS1
SOS1,NF1
NF1,NFIB
NFIB,NF1
NF1,GTF2A1
GTF2A1,NF1
NF1,GTF3A
GTF3A,NF1
NF1,BRCA1
BRCA1,NF1
NF1,SMARCA4
SMARCA4,NF1
HNRNPAB,ALYREF
ALYREF,HNRNPAB
WDR5,TADA2A
TADA2A,WDR5
WDR5,HIST2H2BE
HIST2H2BE,WDR5
WDR5,DTL
WDR5,PBX1
PBX1,WDR5
WDR5,KMT2A
KMT2A,WDR5
WDR5,TAF9
TAF9,WDR5
WDR5,CXXC1
CXXC1,WDR5
WDR5,H3F3A
WDR5,POLR2H
POLR2H,WDR5
WDR5,PAX6
PAX6,WDR5
WDR5,RBBP4
RBBP4,WDR5
WDR5,RXRA
RXRA,WDR5
WDR5,POLR2E
POLR2E,WDR5
WDR5,POLR2B
POLR2B,WDR5
WDR5,MYC
MYC,WDR5
WDR5,EP400
EP400,WDR5
WDR5,HDAC1
HDAC1,WDR5
WDR5,RUVBL2
RUVBL2,WDR5
WDR5,JUN
JUN,WDR5
WDR5,CHD8
CHD8,WDR5
WDR5,RARG
RARG,WDR5
WDR5,DR1
DR1,WDR5
WDR5,MAFB
MAFB,WDR5
WDR5,HIST1H2BN
HIST1H2BN,WDR5
WDR5,NAE1
WDR5,TAF6
TAF6,WDR5
WDR5,EHMT2
EHMT2,WDR5
WDR5,RNF2
RNF2,WDR5
WDR5,POLR2F
POLR2F,WDR5
WDR5,NCOA6
NCOA6,WDR5
WDR5,PRMT1
WDR5,RBBP7
RBBP7,WDR5
BDP1,POLR3D
POLR3D,BDP1
BDP1,POU2F1
POU2F1,BDP1
BDP1,POLR3G
BDP1,GTF3C5
GTF3C5,BDP1
BDP1,TBP
TBP,BDP1
BDP1,ATRX
ATRX,BDP1
BDP1,ZNF143
ZNF143,BDP1
BDP1,POLR3F
POLR3F,BDP1
BDP1,POLR2H
POLR2H,BDP1
BDP1,GTF3C4
GTF3C4,BDP1
BDP1,POLR2F
POLR2F,BDP1
BDP1,POLR2E
POLR2E,BDP1
BDP1,GTF3C2
GTF3C2,BDP1
BDP1,GTF3A
GTF3A,BDP1
BDP1,POLR1C
POLR1C,BDP1
TCEB1,NAE1
RBBP7,NAE1
XRCC6,HIST2H2BE
HIST2H2BE,XRCC6
XRCC6,PMS1
PMS1,XRCC6
XRCC6,XRCC5
XRCC5,XRCC6
XRCC6,HIST1H2BN
HIST1H2BN,XRCC6
XRCC6,ATRX
ATRX,XRCC6
XRCC6,RAD51B
RAD51B,XRCC6
XRCC6,SUMO1
XRCC6,PARP1
PARP1,XRCC6
XRCC6,RAD51
RAD51,XRCC6
XRCC6,PCNA
XRCC6,IRF3
IRF3,XRCC6
XRCC6,PHF21A
PHF21A,XRCC6
XRCC6,TP53BP1
TP53BP1,XRCC6
XRCC6,BRCA1
BRCA1,XRCC6
XRCC6,XRCC3
XRCC3,XRCC6
DNMT1,HIST2H2BE
HIST2H2BE,DNMT1
DNMT1,SUMO1
DNMT1,HDAC2
HDAC2,DNMT1
DNMT1,SAP30BP
SAP30BP,DNMT1
DNMT1,CXXC1
CXXC1,DNMT1
DNMT1,TET1
DNMT1,BMI1
BMI1,DNMT1
DNMT1,RBBP4
RBBP4,DNMT1
DNMT1,AEBP2
AEBP2,DNMT1
DNMT1,MTF2
MTF2,DNMT1
DNMT1,MYC
MYC,DNMT1
DNMT1,HDAC1
HDAC1,DNMT1
DNMT1,HIST1H2BN
HIST1H2BN,DNMT1
DNMT1,TFDP1
TFDP1,DNMT1
DNMT1,E2F2
E2F2,DNMT1
DNMT1,PARP1
PARP1,DNMT1
DNMT1,PCNA
DNMT1,EHMT2
EHMT2,DNMT1
DNMT1,MCM3
MCM3,DNMT1
DNMT1,SAP18
SAP18,DNMT1
DNMT1,HELLS
DNMT1,UHRF1
UHRF1,DNMT1
DNMT1,RBBP7
RBBP7,DNMT1
GTF3C2,POLR3D
POLR3D,GTF3C2
GTF3C2,POLR3G
GTF3C2,GTF3C5
GTF3C5,GTF3C2
GTF3C2,TBP
TBP,GTF3C2
GTF3C2,POLR3F
POLR3F,GTF3C2
GTF3C2,POLR2H
POLR2H,GTF3C2
GTF3C2,GTF3C4
GTF3C4,GTF3C2
GTF3C2,CDC5L
CDC5L,GTF3C2
GTF3C2,POLR2F
POLR2F,GTF3C2
GTF3C2,POLR2E
POLR2E,GTF3C2
GTF3C2,GTF3A
GTF3A,GTF3C2
GTF3C2,POLR1C
POLR1C,GTF3C2
TEAD4,TEAD2
TEAD2,TEAD4
TEAD4,CDX2
CDX2,TEAD4
CUX1,SATB2
SATB2,CUX1
CUX1,ZMYM2
ZMYM2,CUX1
CUX1,EOMES
EOMES,CUX1
CUX1,LRRFIP1
LRRFIP1,CUX1
BAZ1A,CDC5L
CDC5L,BAZ1A
BAZ1A,RBBP4
RBBP4,BAZ1A
BAZ1A,CHD1
CHD1,BAZ1A
GATAD2A,JUN
JUN,GATAD2A
GATAD2A,GATAD2B
GATAD2B,GATAD2A
GATAD2A,MTA3
MTA3,GATAD2A
GATAD2A,HIST2H2BE
HIST2H2BE,GATAD2A
GATAD2A,TBP
TBP,GATAD2A
GATAD2A,BRPF1
BRPF1,GATAD2A
GATAD2A,HIST1H2BN
HIST1H2BN,GATAD2A
GATAD2A,ZNF219
ZNF219,GATAD2A
GATAD2A,HDAC2
HDAC2,GATAD2A
GATAD2A,EHMT2
EHMT2,GATAD2A
GATAD2A,CDC5L
CDC5L,GATAD2A
GATAD2A,RBBP4
RBBP4,GATAD2A
GATAD2A,RNF2
RNF2,GATAD2A
GATAD2A,PHF21A
PHF21A,GATAD2A
GATAD2A,ZNF217
ZNF217,GATAD2A
GATAD2A,HDAC1
HDAC1,GATAD2A
GATAD2A,SAP18
SAP18,GATAD2A
GATAD2A,BRD7
BRD7,GATAD2A
GATAD2A,PHC1
GATAD2A,RBBP7
RBBP7,GATAD2A
TOPORS,SUMO1
TOPORS,TP53BP1
TP53BP1,TOPORS
TOPORS,BRCA1
BRCA1,TOPORS
NME2,RRM2
PTTG1,RRM2
E2F8,RRM2
RAD51,RRM2
TFDP1,RRM2
TCF19,RRM2
MCM3,RRM2
UHRF1,RRM2
TIMELESS,WDHD1
RAD51,WDHD1
MCM8,WDHD1
RFC1,WDHD1
MCM3,WDHD1
ZNF219,GATAD2B
GATAD2B,ZNF219
ZNF219,HDAC2
HDAC2,ZNF219
ZNF219,RBBP4
RBBP4,ZNF219
ZNF219,HMGN1
HMGN1,ZNF219
ZNF219,RBBP7
RBBP7,ZNF219
POLR2B,ENPP1
MATR3,SRSF3
SRSF3,MATR3
MATR3,SSB
SSB,MATR3
MATR3,BCLAF1
BCLAF1,MATR3
MATR3,HNRNPR
HNRNPR,MATR3
MATR3,HNRNPK
HNRNPK,MATR3
MATR3,ALYREF
ALYREF,MATR3
MATR3,ILF2
ILF2,MATR3
MATR3,CDC5L
CDC5L,MATR3
MATR3,SAFB
SAFB,MATR3
MATR3,U2AF1
U2AF1,MATR3
MATR3,ILF3
ILF3,MATR3
MATR3,EWSR1
EWSR1,MATR3
MATR3,RBMX
RBMX,MATR3
SREBF2,ABCA1
SREBF2,NR1H3
NR1H3,SREBF2
SREBF2,RAN
TAF11,GTF2F1
GTF2F1,TAF11
TAF11,POU2F1
POU2F1,TAF11
TAF11,TBP
TBP,TAF11
TAF11,TAF5
TAF5,TAF11
TAF11,ZC3H8
ZC3H8,TAF11
TAF11,ERCC2
ERCC2,TAF11
TAF11,TAF6
TAF6,TAF11
TAF11,TAF9
TAF9,TAF11
TAF11,ZNF143
ZNF143,TAF11
TAF11,GTF2A1
GTF2A1,TAF11
TAF11,POLR2H
POLR2H,TAF11
TAF11,GTF2A2
GTF2A2,TAF11
TAF11,POLR2F
POLR2F,TAF11
TAF11,POLR2E
POLR2E,TAF11
TAF11,GTF2H3
GTF2H3,TAF11
TAF11,POLR2B
POLR2B,TAF11
TAF11,TCEA1
TCEA1,TAF11
TAF11,TAF13
TAF13,TAF11
FOXP1,CNTNAP2
ILF2,SRSF3
SRSF3,ILF2
ILF2,SSB
SSB,ILF2
ILF2,HNRNPR
HNRNPR,ILF2
ILF2,XRCC5
XRCC5,ILF2
ILF2,RNPS1
RNPS1,ILF2
ILF2,HNRNPK
HNRNPK,ILF2
ILF2,ALYREF
ALYREF,ILF2
ILF2,NEU1
ILF2,CDC5L
CDC5L,ILF2
ILF2,U2AF1
U2AF1,ILF2
ILF2,B2M
ILF2,ILF3
ILF3,ILF2
ILF2,RBMX
RBMX,ILF2
CTR9,GTF2F1
GTF2F1,CTR9
CTR9,CTDP1
CTDP1,CTR9
CTR9,ERCC2
ERCC2,CTR9
CTR9,POLR2H
POLR2H,CTR9
CTR9,TCEB1
TCEB1,CTR9
CTR9,TCEB3
TCEB3,CTR9
CTR9,POLR2E
POLR2E,CTR9
CTR9,POLR2B
POLR2B,CTR9
CTR9,TCEA1
TCEA1,CTR9
CTR9,HIST1H2BN
HIST1H2BN,CTR9
CTR9,CHD1
CHD1,CTR9
CTR9,POLR2F
POLR2F,CTR9
CTR9,GTF2H3
GTF2H3,CTR9
CTR9,NELFCD
NELFCD,CTR9
TAF13,GTF2F1
GTF2F1,TAF13
TAF13,POU2F1
POU2F1,TAF13
TAF13,GTF2A2
GTF2A2,TAF13
TAF13,POLR2F
POLR2F,TAF13
TAF13,POLR2E
POLR2E,TAF13
TAF13,TBP
TBP,TAF13
TAF13,TAF5
TAF5,TAF13
TAF13,GTF2H3
GTF2H3,TAF13
TAF13,POLR2B
POLR2B,TAF13
TAF13,ZC3H8
ZC3H8,TAF13
TAF13,ERCC2
ERCC2,TAF13
TAF13,TAF6
TAF6,TAF13
TAF13,TCEA1
TCEA1,TAF13
TAF13,TAF9
TAF9,TAF13
TAF13,ZNF143
ZNF143,TAF13
TAF13,GTF2A1
GTF2A1,TAF13
TAF13,POLR2H
POLR2H,TAF13
HMGN2,HMGN1
HMGN1,HMGN2
E2F2,RBBP4
RBBP4,E2F2
E2F2,HDAC1
HDAC1,E2F2
E2F2,RYBP
RYBP,E2F2
E2F2,CDKN1C
E2F2,TBP
TBP,E2F2
E2F2,TFDP1
TFDP1,E2F2
E2F2,CDKN1A
CDKN1A,E2F2
E2F2,AATF
AATF,E2F2
E2F2,TFDP2
TFDP2,E2F2
E2F2,RBBP7
RBBP7,E2F2
CNOT7,TOB1
TOB1,CNOT7
CNOT7,CNOT8
CNOT8,CNOT7
CNOT7,DEDD
DEDD,CNOT7
SOS1,AGT
PPARA,AGT
NCOA1,AGT
RXRA,AGT
NCOA6,AGT
PARP1,PIAS3
PIAS3,PARP1
PARP1,XRCC5
XRCC5,PARP1
PARP1,SUMO2
PARP1,BRCA2
BRCA2,PARP1
PARP1,SUMO1
PARP1,TIMELESS
TIMELESS,PARP1
PARP1,ERCC2
ERCC2,PARP1
PARP1,POLD2
PARP1,RAD51
RAD51,PARP1
PARP1,PCNA
PARP1,GTF2H3
GTF2H3,PARP1
PARP1,RELA
RELA,PARP1
PARP1,BRCA1
BRCA1,PARP1
PARP1,SMARCA4
SMARCA4,PARP1
PARP1,RFC1
RFC1,PARP1
PARP1,MYC
MYC,PARP1
HIST2H2BE,H3F3A
ATRX,H3F3A
DAXX,H3F3A
DPF2,H3F3A
EHMT2,H3F3A
KDM2A,H3F3A
SMARCA4,H3F3A
UHRF1,H3F3A
PDCD11,RRP15
AATF,RRP15
POLR1E,RRP15
ESRRG,NRIP1
NRIP1,ESRRG
ESRRG,NCOA1
NCOA1,ESRRG
ESRRG,NCOR2
NCOR2,ESRRG
CENPK,CENPF
PTTG1,CENPF
E2F8,CENPF
PTTG1,DTL
RAD51,DTL
RFC1,DTL
MCM3,DTL
RBBP7,DTL
PTTG1,UBE2T
RAD51,UBE2T
BRCA1,UBE2T
NR5A2,HIST2H2BE
HIST2H2BE,NR5A2
NR5A2,HIST1H2BN
HIST1H2BN,NR5A2
NR5A2,CHD1
CHD1,NR5A2
NR5A2,KPNA2
NR5A2,ZNF217
ZNF217,NR5A2
PTTG1,ASPM
E2F8,ASPM
CENPK,ASPM
TCF19,ASPM
MCM3,ASPM
UHRF1,ASPM
SHPRH,PCNA
SHPRH,SMARCA4
SMARCA4,SHPRH
RNF2,JUN
JUN,RNF2
RNF2,CHD8
CHD8,RNF2
RNF2,GATAD2B
GATAD2B,RNF2
RNF2,MTA3
MTA3,RNF2
RNF2,RYBP
RYBP,RNF2
RNF2,HIST2H2BE
HIST2H2BE,RNF2
RNF2,HIST1H2BN
HIST1H2BN,RNF2
RNF2,SUMO2
RNF2,TFDP1
TFDP1,RNF2
RNF2,HNRNPK
HNRNPK,RNF2
RNF2,ASXL1
ASXL1,RNF2
RNF2,SUMO1
RNF2,HDAC2
HDAC2,RNF2
RNF2,TAF6
TAF6,RNF2
RNF2,BCOR
BCOR,RNF2
RNF2,KMT2A
KMT2A,RNF2
RNF2,TAF9
TAF9,RNF2
RNF2,PCGF6
PCGF6,RNF2
RNF2,EHMT2
EHMT2,RNF2
RNF2,CDC5L
CDC5L,RNF2
RNF2,BMI1
BMI1,RNF2
RNF2,RBBP4
RBBP4,RNF2
RNF2,AEBP2
AEBP2,RNF2
RNF2,EHMT1
EHMT1,RNF2
RNF2,BRCA1
BRCA1,RNF2
RNF2,HDAC1
HDAC1,RNF2
RNF2,RUVBL2
RUVBL2,RNF2
RNF2,PHC1
RNF2,RBBP7
RBBP7,RNF2
HIVEP2,TCF4
TCF4,HIVEP2
POU2F1,POLR3D
POLR3D,POU2F1
POU2F1,JUN
JUN,POU2F1
POU2F1,GTF2F1
GTF2F1,POU2F1
POU2F1,HIST2H2BE
HIST2H2BE,POU2F1
POU2F1,POLR3G
POU2F1,TBP
TBP,POU2F1
POU2F1,HIST1H2BN
HIST1H2BN,POU2F1
POU2F1,TAF5
TAF5,POU2F1
POU2F1,ZC3H8
ZC3H8,POU2F1
POU2F1,TAF6
TAF6,POU2F1
POU2F1,ZNF143
ZNF143,POU2F1
POU2F1,POLR3F
POLR3F,POU2F1
POU2F1,GTF2A1
GTF2A1,POU2F1
POU2F1,POLR2H
POLR2H,POU2F1
POU2F1,GTF2A2
GTF2A2,POU2F1
POU2F1,POLR2F
POLR2F,POU2F1
POU2F1,POLR2E
POLR2E,POU2F1
POU2F1,BRCA1
BRCA1,POU2F1
POU2F1,POLR2B
POLR2B,POU2F1
POU2F1,POLR1C
POLR1C,POU2F1
POU2F1,HDAC1
HDAC1,POU2F1
NR1I3,NCOA1
NCOA1,NR1I3
NR1I3,RXRA
RXRA,NR1I3
JUN,APOA2
NRIP1,APOA2
NCOA1,APOA2
RXRA,APOA2
RELA,APOA2
NCOA6,APOA2
NR1H3,APOA2
PPARA,APOA2
DEDD,CNOT8
CNOT8,DEDD
CENPK,CENPW
RBBP4,CENPW
DR1,CENPW
HIST2H2BE,CENPW
PTTG1,CENPW
HIST1H2BN,CENPW
RBBP7,CENPW
HSF2,JUN
JUN,HSF2
CREB3L4,CREB1
CREB1,CREB3L4
GATAD2B,EHMT2
EHMT2,GATAD2B
GATAD2B,JUN
JUN,GATAD2B
GATAD2B,RBBP4
RBBP4,GATAD2B
GATAD2B,MTA3
MTA3,GATAD2B
GATAD2B,HIST2H2BE
HIST2H2BE,GATAD2B
GATAD2B,TBP
TBP,GATAD2B
GATAD2B,BRPF1
BRPF1,GATAD2B
GATAD2B,HIST1H2BN
HIST1H2BN,GATAD2B
GATAD2B,HDAC2
HDAC2,GATAD2B
GATAD2B,HDAC1
HDAC1,GATAD2B
GATAD2B,BRD7
BRD7,GATAD2B
GATAD2B,PHC1
GATAD2B,RBBP7
RBBP7,GATAD2B
FHL2,S100A10
PRDM1,EHMT2
EHMT2,PRDM1
PRDM1,MYC
MYC,PRDM1
HIST2H2BE,RNF4
RNF4,HIST2H2BE
HIST2H2BE,CDK1
HIST2H2BE,POLR1B
POLR1B,HIST2H2BE
HIST2H2BE,XRCC5
XRCC5,HIST2H2BE
HIST2H2BE,CENPN
HIST2H2BE,SUMO1
HIST2H2BE,HDAC2
HDAC2,HIST2H2BE
HIST2H2BE,PBX1
PBX1,HIST2H2BE
HIST2H2BE,HJURP
HIST2H2BE,POLR1E
POLR1E,HIST2H2BE
HIST2H2BE,KMT2A
KMT2A,HIST2H2BE
HIST2H2BE,RAN
HIST2H2BE,RAD51
RAD51,HIST2H2BE
HIST2H2BE,SAP30BP
SAP30BP,HIST2H2BE
HIST2H2BE,POLR2H
POLR2H,HIST2H2BE
HIST2H2BE,DOT1L
DOT1L,HIST2H2BE
HIST2H2BE,PAX6
PAX6,HIST2H2BE
HIST2H2BE,RBBP4
RBBP4,HIST2H2BE
HIST2H2BE,RXRA
RXRA,HIST2H2BE
HIST2H2BE,AEBP2
AEBP2,HIST2H2BE
HIST2H2BE,MTF2
MTF2,HIST2H2BE
HIST2H2BE,POLR2E
POLR2E,HIST2H2BE
HIST2H2BE,CD3EAP
HIST2H2BE,PHF21A
PHF21A,HIST2H2BE
HIST2H2BE,TP53BP1
TP53BP1,HIST2H2BE
HIST2H2BE,ZNF217
ZNF217,HIST2H2BE
HIST2H2BE,EHMT1
EHMT1,HIST2H2BE
HIST2H2BE,ITGB3BP
HIST2H2BE,POLR2B
POLR2B,HIST2H2BE
HIST2H2BE,MYC
MYC,HIST2H2BE
HIST2H2BE,HDAC1
HDAC1,HIST2H2BE
HIST2H2BE,NCOR2
NCOR2,HIST2H2BE
HIST2H2BE,MYBBP1A
MYBBP1A,HIST2H2BE
HIST2H2BE,JUN
JUN,HIST2H2BE
HIST2H2BE,RARG
RARG,HIST2H2BE
HIST2H2BE,EYA3
EYA3,HIST2H2BE
HIST2H2BE,CENPK
CENPK,HIST2H2BE
HIST2H2BE,MTA3
MTA3,HIST2H2BE
HIST2H2BE,MAFB
MAFB,HIST2H2BE
HIST2H2BE,DEK
DEK,HIST2H2BE
HIST2H2BE,TBP
TBP,HIST2H2BE
HIST2H2BE,HIST1H2BN
HIST1H2BN,HIST2H2BE
HIST2H2BE,SUMO2
HIST2H2BE,BRCA2
BRCA2,HIST2H2BE
HIST2H2BE,CHD1
CHD1,HIST2H2BE
HIST2H2BE,EHMT2
EHMT2,HIST2H2BE
HIST2H2BE,KPNA2
HIST2H2BE,POLR2F
POLR2F,HIST2H2BE
HIST2H2BE,BRCA1
BRCA1,HIST2H2BE
HIST2H2BE,SMARCA4
SMARCA4,HIST2H2BE
HIST2H2BE,POLR1C
POLR1C,HIST2H2BE
HIST2H2BE,NCOA6
NCOA6,HIST2H2BE
HIST2H2BE,SAP18
SAP18,HIST2H2BE
HIST2H2BE,PRMT1
HIST2H2BE,UHRF1
UHRF1,HIST2H2BE
HIST2H2BE,PHC1
HIST2H2BE,RBBP7
RBBP7,HIST2H2BE
ASCC3,CDC5L
CDC5L,ASCC3
PDCD11,MDN1
CDC5L,MDN1
ZNF593,MDN1
PPARA,HMGCS2
NCOA1,HMGCS2
RXRA,HMGCS2
NCOA6,HMGCS2
DDX20,HDAC2
HDAC2,DDX20
DDX20,SNRPB
SNRPB,DDX20
DDX20,NDC1
DDX20,NCOR2
NCOR2,DDX20
DDX20,E2F4
E2F4,DDX20
PDCD11,POLR1B
POLR1B,PDCD11
PDCD11,RSL1D1
PDCD11,AATF
AATF,PDCD11
PDCD11,POLR1E
POLR1E,PDCD11
PDCD11,XRN2
PDCD11,EXOSC8
PDCD11,EXOSC9
PDCD11,PWP1
PWP1,PDCD11
PDCD11,MYBBP1A
MYBBP1A,PDCD11
TAF5,GTF2F1
GTF2F1,TAF5
TAF5,TADA2A
TADA2A,TAF5
TAF5,ERCC2
ERCC2,TAF5
TAF5,TAF9
TAF9,TAF5
TAF5,ZNF143
ZNF143,TAF5
TAF5,POLR2H
POLR2H,TAF5
TAF5,GTF2A2
GTF2A2,TAF5
TAF5,POLR2E
POLR2E,TAF5
TAF5,POLR2B
POLR2B,TAF5
TAF5,TCEA1
TCEA1,TAF5
TAF5,TBP
TBP,TAF5
TAF5,ZC3H8
ZC3H8,TAF5
TAF5,TAF6
TAF6,TAF5
TAF5,GTF2A1
GTF2A1,TAF5
TAF5,POLR2F
POLR2F,TAF5
TAF5,GTF2H3
GTF2H3,TAF5
PCGF6,RYBP
RYBP,PCGF6
PCGF6,TFDP1
TFDP1,PCGF6
PCGF6,ASXL1
ASXL1,PCGF6
PCGF6,HDAC2
HDAC2,PCGF6
PCGF6,EHMT2
EHMT2,PCGF6
PCGF6,BMI1
BMI1,PCGF6
PCGF6,RBBP4
RBBP4,PCGF6
PCGF6,AEBP2
AEBP2,PCGF6
PCGF6,EHMT1
EHMT1,PCGF6
PCGF6,BRCA1
BRCA1,PCGF6
PCGF6,PHC1
PCGF6,RBBP7
RBBP7,PCGF6
NFKB2,TNFAIP3
TNFAIP3,NFKB2
NFKB2,SUMO1
NFKB2,RELA
RELA,NFKB2
DR1,TADA2A
TADA2A,DR1
DR1,TBP
TBP,DR1
DR1,EP400
EP400,DR1
DR1,RUVBL2
RUVBL2,DR1
MTF2,HIST1H2BN
HIST1H2BN,MTF2
MTF2,RBBP4
RBBP4,MTF2
MTF2,AEBP2
AEBP2,MTF2
MTF2,RBBP7
RBBP7,MTF2
CREG1,PLAC8
RBMX,GTF2F1
GTF2F1,RBMX
RBMX,YBX1
YBX1,RBMX
RBMX,SRSF3
SRSF3,RBMX
RBMX,HNRNPR
HNRNPR,RBMX
RBMX,RNPS1
RNPS1,RBMX
RBMX,HNRNPK
HNRNPK,RBMX
RBMX,ALYREF
ALYREF,RBMX
RBMX,ELAVL2
ELAVL2,RBMX
RBMX,POLR2H
POLR2H,RBMX
RBMX,SRSF10
SRSF10,RBMX
RBMX,SRSF5
SRSF5,RBMX
