Gene1,Gene2
CREBBP,RBBP7
RBBP7,CREBBP
CREBBP,POLR2B
POLR2B,CREBBP
CREBBP,CREB3
CREB3,CREBBP
CREBBP,HDAC1
HDAC1,CREBBP
CREBBP,H2AFV
CREBBP,TBL1X
TBL1X,CREBBP
CREBBP,POLR1C
POLR1C,CREBBP
CREBBP,ARNT
ARNT,CREBBP
CREBBP,RUNX3
RUNX3,CREBBP
CREBBP,STAT2
STAT2,CREBBP
CREBBP,HDAC3
HDAC3,CREBBP
CREBBP,ASH2L
ASH2L,CREBBP
CREBBP,NOTCH1
NOTCH1,CREBBP
CREBBP,ATF1
ATF1,CREBBP
CREBBP,TBP
TBP,CREBBP
CREBBP,ASH1L
ASH1L,CREBBP
CREBBP,EGR1
EGR1,CREBBP
CREBBP,MED13
MED13,CREBBP
CREBBP,RBPJ
RBPJ,CREBBP
CREBBP,MED21
MED21,CREBBP
CREBBP,STAT6
STAT6,CREBBP
CREBBP,SMAD2
SMAD2,CREBBP
CREBBP,HDAC4
HDAC4,CREBBP
CREBBP,TCF7L2
TCF7L2,CREBBP
CREBBP,PTMA
CREBBP,POLR2J
POLR2J,CREBBP
CREBBP,MED30
MED30,CREBBP
CREBBP,POLR2G
POLR2G,CREBBP
CREBBP,HSF1
HSF1,CREBBP
CREBBP,STAT1
STAT1,CREBBP
CREBBP,H3F3B
CREBBP,H3F3A
CREBBP,MAPK3
MAPK3,CREBBP
CREBBP,CREB1
CREB1,CREBBP
CREBBP,MED27
MED27,CREBBP
CREBBP,SIRT1
SIRT1,CREBBP
CREBBP,CREM
CREM,CREBBP
CREBBP,NCOR1
NCOR1,CREBBP
PA2G4,RPL24
EIF5B,RPL24
MCM4,MCM6
MCM6,MCM4
MCM4,MCM3
MCM3,MCM4
MCM4,ORC2
ORC2,MCM4
MCM4,CDC5L
CDC5L,MCM4
MCM4,UBC
MCM4,MCM2
MCM2,MCM4
MCM4,TRP53
TRP53,MCM4
MCM4,SSRP1
SSRP1,MCM4
MCM4,RAD51
RAD51,MCM4
MCM4,RPS27A
MCM4,MCM5
MCM5,MCM4
MCM4,TIMELESS
TIMELESS,MCM4
MCM4,RFC1
RFC1,MCM4
MCM4,ANKRD32
ANKRD32,MCM4
HCLS1,RAC2
HCLS1,HAX1
HAX1,HCLS1
ETS2,RUNX1
RUNX1,ETS2
ETS2,TRP53
TRP53,ETS2
ETS2,JUN
JUN,ETS2
ETS2,RUNX2
RUNX2,ETS2
ETS2,MAPK1
MAPK1,ETS2
ETS2,MAPK3
MAPK3,ETS2
BRWD1,SMARCA4
SMARCA4,BRWD1
BRWD1,BDP1
BDP1,BRWD1
RUNX1,ARID1B
ARID1B,RUNX1
RUNX1,BMI1
BMI1,RUNX1
RUNX1,SIN3A
SIN3A,RUNX1
RUNX1,ELF1
ELF1,RUNX1
RUNX1,HDAC1
HDAC1,RUNX1
RUNX1,H2AFV
RUNX1,SMARCE1
SMARCE1,RUNX1
RUNX1,ELF2
ELF2,RUNX1
RUNX1,RUNX3
RUNX3,RUNX1
RUNX1,CEBPA
CEBPA,RUNX1
RUNX1,LDB1
LDB1,RUNX1
RUNX1,YAF2
YAF2,RUNX1
RUNX1,RNF2
RNF2,RUNX1
RUNX1,CBFB
CBFB,RUNX1
RUNX1,PBRM1
PBRM1,RUNX1
RUNX1,ASH2L
ASH2L,RUNX1
RUNX1,LMO2
LMO2,RUNX1
RUNX1,SMARCC2
SMARCC2,RUNX1
RUNX1,SMARCA2
SMARCA2,RUNX1
RUNX1,RYBP
RYBP,RUNX1
RUNX1,TCF12
TCF12,RUNX1
RUNX1,CTBP1
CTBP1,RUNX1
RUNX1,SMARCA4
SMARCA4,RUNX1
RUNX1,SMARCC1
SMARCC1,RUNX1
RUNX1,CEBPB
CEBPB,RUNX1
RUNX1,ARID1A
ARID1A,RUNX1
RUNX1,H3F3B
RUNX1,H3F3A
COPS5,ATP5O
KDM5A,ATP5O
KDM5C,ATP5O
KDM6B,ATP5O
JARID2,ATP5O
NFE2L2,SOD1
TARDBP,SOD1
FUS,SOD1
ATF1,CREB3
CREB3,ATF1
ATF1,XBP1
XBP1,ATF1
ATF1,ATF4
ATF4,ATF1
ATF1,ATF3
ATF3,ATF1
ATF1,CREB1
CREB1,ATF1
ATF1,ATF2
ATF2,ATF1
ATF1,CREM
CREM,ATF1
NR4A1,MED1
MED1,NR4A1
NR4A1,EGR2
EGR2,NR4A1
NR4A1,EGR1
EGR1,NR4A1
NR4A1,MAPK1
MAPK1,NR4A1
NR4A1,MAPK3
MAPK3,NR4A1
NR4A1,DUSP1
CCRN4L,CLOCK
CLOCK,CCRN4L
CCRN4L,CNOT7
CNOT7,CCRN4L
TLR4,CLEC4N
CHD1,SSRP1
SSRP1,CHD1
CHD1,ASH1L
ASH1L,CHD1
CHD1,H3F3B
CHD1,H3F3A
CDC5L,HNRNPK
HNRNPK,CDC5L
CDC5L,SNRPE
CDC5L,ORC2
ORC2,CDC5L
CDC5L,RPS3
CDC5L,ARID1B
ARID1B,CDC5L
CDC5L,SRSF6
SRSF6,CDC5L
CDC5L,ATP6AP2
CDC5L,PAPOLA
PAPOLA,CDC5L
CDC5L,POLR2C
POLR2C,CDC5L
CDC5L,SFPQ
SFPQ,CDC5L
CDC5L,TCERG1
TCERG1,CDC5L
CDC5L,RBBP4
RBBP4,CDC5L
CDC5L,GATAD2A
GATAD2A,CDC5L
CDC5L,SRSF2
SRSF2,CDC5L
CDC5L,RUVBL2
RUVBL2,CDC5L
CDC5L,EIF4G2
CDC5L,POLR2D
POLR2D,CDC5L
CDC5L,POLR2F
POLR2F,CDC5L
CDC5L,SMARCE1
SMARCE1,CDC5L
CDC5L,HSPA5
CDC5L,HNRNPD
HNRNPD,CDC5L
CDC5L,NONO
NONO,CDC5L
CDC5L,RNF2
RNF2,CDC5L
CDC5L,BAZ1A
BAZ1A,CDC5L
CDC5L,PCBP2
PCBP2,CDC5L
CDC5L,IQGAP1
CDC5L,TUBA1B
CDC5L,SRSF5
SRSF5,CDC5L
CDC5L,DIDO1
DIDO1,CDC5L
CDC5L,SMARCC2
SMARCC2,CDC5L
CDC5L,SLC25A4
CDC5L,WBP11
WBP11,CDC5L
CDC5L,SMARCA2
SMARCA2,CDC5L
CDC5L,VIM
CDC5L,DHX38
DHX38,CDC5L
CDC5L,NCOR2
NCOR2,CDC5L
CDC5L,HNRNPU
CDC5L,RUVBL1
RUVBL1,CDC5L
CDC5L,TIAL1
TIAL1,CDC5L
CDC5L,PLRG1
PLRG1,CDC5L
CDC5L,SMARCA4
SMARCA4,CDC5L
CDC5L,MTA2
MTA2,CDC5L
CDC5L,POLR2K
POLR2K,CDC5L
CDC5L,ZDHHC13
ZDHHC13,CDC5L
CDC5L,ARID1A
ARID1A,CDC5L
CDC5L,CAPG
CDC5L,ETV6
ETV6,CDC5L
CDC5L,RPL22
CDC5L,EIF5B
EIF5B,CDC5L
CDC5L,THRAP3
THRAP3,CDC5L
CDC5L,GTF2F2
GTF2F2,CDC5L
CDC5L,RNPS1
RNPS1,CDC5L
CDC5L,RBBP7
RBBP7,CDC5L
CDC5L,POLR2B
POLR2B,CDC5L
CDC5L,SNRPG
CDC5L,COPS5
COPS5,CDC5L
CDC5L,HDAC1
HDAC1,CDC5L
CDC5L,HSP90AB1
CDC5L,HNRNPA2B1
CDC5L,TARDBP
TARDBP,CDC5L
CDC5L,TBL1X
TBL1X,CDC5L
CDC5L,POLR1C
POLR1C,CDC5L
CDC5L,MCM5
MCM5,CDC5L
CDC5L,SNRPB
SNRPB,CDC5L
CDC5L,BCLAF1
BCLAF1,CDC5L
CDC5L,EEF1A1
CDC5L,SRSF3
SRSF3,CDC5L
CDC5L,ZFML
ZFML,CDC5L
CDC5L,YBX1
YBX1,CDC5L
CDC5L,BUB3
BUB3,CDC5L
CDC5L,GTF2I
GTF2I,CDC5L
CDC5L,SRRM1
SRRM1,CDC5L
CDC5L,ACTB
CDC5L,SMARCA5
SMARCA5,CDC5L
CDC5L,EIF4A1
CDC5L,UPF1
UPF1,CDC5L
CDC5L,KHDRBS1
KHDRBS1,CDC5L
CDC5L,RPLP0
CDC5L,ILF3
ILF3,CDC5L
CDC5L,MATR3
MATR3,CDC5L
CDC5L,BTAF1
BTAF1,CDC5L
CDC5L,RBM39
RBM39,CDC5L
CDC5L,SMARCC1
SMARCC1,CDC5L
CDC5L,SEPT7
CDC5L,POLR2J
POLR2J,CDC5L
CDC5L,SRSF9
SRSF9,CDC5L
CDC5L,POLR2G
POLR2G,CDC5L
CDC5L,CTNNBL1
CTNNBL1,CDC5L
CDC5L,SRRT
SRRT,CDC5L
CDC5L,SF1
SF1,CDC5L
CDC5L,HNRNPF
CDC5L,FUS
FUS,CDC5L
CDC5L,NCOR1
NCOR1,CDC5L
NRIP1,HSP90AB1
NR3C1,HSP90AB1
TRP53,HSP90AB1
AHR,HSP90AB1
STAT3,HSP90AB1
TLE3,HSP90AB1
HSF2,HSP90AB1
MAPK1,HSP90AB1
HSF1,HSP90AB1
MAPK3,HSP90AB1
MED20,NCOA3
NCOA3,MED20
MED20,MED1
MED1,MED20
MED20,MED13
MED13,MED20
MED20,THRAP3
THRAP3,MED20
MED20,NCOR2
NCOR2,MED20
MED20,MED6
MED6,MED20
MED20,MED14
MED14,MED20
MED20,NCOA1
NCOA1,MED20
MED20,MED21
MED21,MED20
MED20,MED17
MED17,MED20
MED20,MED30
MED30,MED20
MED20,HDAC3
HDAC3,MED20
MED20,MED27
MED27,MED20
MED20,NCOR1
NCOR1,MED20
NR1H2,ABCG1
CEBPZ,PA2G4
PA2G4,CEBPZ
CEBPZ,DDX54
DDX54,CEBPZ
CEBPZ,MYBBP1A
MYBBP1A,CEBPZ
CNOT6L,VAPA
TNF,DUSP1
ZFP36,DUSP1
JUN,DUSP1
EGR1,DUSP1
MAPK1,DUSP1
MAPK3,DUSP1
POLR2D,HNRNPK
HNRNPK,POLR2D
POLR2D,TAF4A
TAF4A,POLR2D
POLR2D,TAF7
TAF7,POLR2D
POLR2D,DDB1
DDB1,POLR2D
POLR2D,SRSF6
SRSF6,POLR2D
POLR2D,GTF2F2
GTF2F2,POLR2D
POLR2D,RNPS1
RNPS1,POLR2D
POLR2D,PAPOLA
PAPOLA,POLR2D
POLR2D,POLR2C
POLR2C,POLR2D
POLR2D,TAF10
TAF10,POLR2D
POLR2D,RBBP4
RBBP4,POLR2D
POLR2D,TAF6
TAF6,POLR2D
POLR2D,RBBP7
RBBP7,POLR2D
POLR2D,PKNOX1
PKNOX1,POLR2D
POLR2D,POLR2B
POLR2B,POLR2D
POLR2D,MED6
MED6,POLR2D
POLR2D,COPS5
COPS5,POLR2D
POLR2D,MED14
MED14,POLR2D
POLR2D,POLR1D
POLR1D,POLR2D
POLR2D,UBC
POLR2D,SRSF2
SRSF2,POLR2D
POLR2D,ZFP143
ZFP143,POLR2D
POLR2D,HNRNPA2B1
POLR2D,H2AFV
POLR2D,POLR1C
POLR1C,POLR2D
POLR2D,COPS2
COPS2,POLR2D
POLR2D,SNRPB
SNRPB,POLR2D
POLR2D,POLR2F
POLR2F,POLR2D
POLR2D,EZH2
EZH2,POLR2D
POLR2D,TAF13
TAF13,POLR2D
POLR2D,HNRNPD
HNRNPD,POLR2D
POLR2D,SRSF3
SRSF3,POLR2D
POLR2D,TAF12
TAF12,POLR2D
POLR2D,TCEA1
TCEA1,POLR2D
POLR2D,GTF2A2
GTF2A2,POLR2D
POLR2D,EGR2
EGR2,POLR2D
POLR2D,TCEB3
TCEB3,POLR2D
POLR2D,HDAC3
HDAC3,POLR2D
POLR2D,TBPL1
TBPL1,POLR2D
POLR2D,YBX1
YBX1,POLR2D
POLR2D,POLR2A
POLR2A,POLR2D
POLR2D,POLR3K
POLR3K,POLR2D
POLR2D,ASH2L
ASH2L,POLR2D
POLR2D,MAFB
MAFB,POLR2D
POLR2D,TBP
TBP,POLR2D
POLR2D,INTS12
INTS12,POLR2D
POLR2D,TAF11
TAF11,POLR2D
POLR2D,SRRM1
SRRM1,POLR2D
POLR2D,RFC1
RFC1,POLR2D
POLR2D,TAF1
TAF1,POLR2D
POLR2D,SRSF5
SRSF5,POLR2D
POLR2D,TCEB2
TCEB2,POLR2D
POLR2D,NCOA3
NCOA3,POLR2D
POLR2D,EED
EED,POLR2D
POLR2D,ELL
ELL,POLR2D
POLR2D,WBP11
WBP11,POLR2D
POLR2D,DHX38
DHX38,POLR2D
POLR2D,TCEB1
TCEB1,POLR2D
POLR2D,ERCC6
ERCC6,POLR2D
POLR2D,MED21
MED21,POLR2D
POLR2D,HNRNPU
POLR2D,TIAL1
TIAL1,POLR2D
POLR2D,PLRG1
PLRG1,POLR2D
POLR2D,SSRP1
SSRP1,POLR2D
POLR2D,POLR2J
POLR2J,POLR2D
POLR2D,SRSF9
SRSF9,POLR2D
POLR2D,POLR2G
POLR2G,POLR2D
POLR2D,ZNRD1
ZNRD1,POLR2D
POLR2D,GTF2E2
GTF2E2,POLR2D
POLR2D,CTNNBL1
CTNNBL1,POLR2D
POLR2D,POLR2K
POLR2K,POLR2D
POLR2D,JUN
JUN,POLR2D
POLR2D,SRRT
SRRT,POLR2D
POLR2D,GTF2B
GTF2B,POLR2D
POLR2D,H3F3B
POLR2D,H3F3A
POLR2D,SF1
SF1,POLR2D
POLR2D,AFF4
AFF4,POLR2D
POLR2D,SNAPC5
SNAPC5,POLR2D
POLR2D,HNRNPF
POLR2D,RPS27A
POLR2D,FUS
FUS,POLR2D
POLR2D,NCOR1
NCOR1,POLR2D
TNF,H2-K1
REL,PSMB8
HNRNPD,PSMB8
NFKB1,PSMB8
TNF,PSMB8
APC,PSMB8
TCEB2,PSMB8
TRP53,PSMB8
NF1,PSMB8
SMURF2,PSMB8
NFKB2,PSMB8
NFKBIB,PSMB8
WWP1,PSMB8
RELA,PSMB8
RUNX3,PSMB8
BUB3,PSMB8
RELB,PSMB8
TCEB1,PSMB8
IRF1,PSMB8
VHL,PSMB8
STAT1,PSMB8
BIN1,UBC
BIN1,ARPC4
BIN1,ACTR3
BIN1,DAB2
DAB2,BIN1
BIN1,CLTA
BIN1,ARPC5
BIN1,RPS27A
TNF,PSME1
TNF,PSMB3
TNF,UBC
TNF,REL
REL,TNF
TNF,MAP3K7
MAP3K7,TNF
TNF,HMGB1
TNF,NFKB1
NFKB1,TNF
TNF,CEBPA
CEBPA,TNF
TNF,CD68
TNF,PTPRC
TNF,PSMA3
TNF,BCL3
BCL3,TNF
TNF,ZFP36
ZFP36,TNF
TNF,TRP53
TRP53,TNF
TNF,NFKB2
NFKB2,TNF
TNF,NFKBIB
NFKBIB,TNF
TNF,STAT3
STAT3,TNF
TNF,JUN
JUN,TNF
TNF,IKBKG
IKBKG,TNF
TNF,RELA
RELA,TNF
TNF,IKBKB
IKBKB,TNF
TNF,RPS27A
TNF,PSME2
TNF,ANXA5
TNF,PSMA7
TNF,ACTB
TNF,RELB
RELB,TNF
TNF,MAPK1
MAPK1,TNF
TNF,TLR4
TLR4,TNF
TNF,PSMA4
TNF,CCRL2
TNF,IRF1
IRF1,TNF
TNF,MYD88
MYD88,TNF
TNF,ITGAX
TNF,STAT1
STAT1,TNF
TNF,LAMP1
TNF,MAPK3
MAPK3,TNF
TNF,RBCK1
RBCK1,TNF
TNF,PSMB2
TCERG1,PRPF4B
PRPF4B,TCERG1
TCERG1,SNRPG
TCERG1,SNRPB
SNRPB,TCERG1
TCERG1,NAA15
NAA15,TCERG1
TCERG1,PLRG1
PLRG1,TCERG1
TCERG1,RBM39
RBM39,TCERG1
SMAD4,UBC
SMAD4,SKI
SKI,SMAD4
SMAD4,TRIM33
TRIM33,SMAD4
SMAD4,CBFB
CBFB,SMAD4
SMAD4,SMAD1
SMAD1,SMAD4
SMAD4,TRP53
TRP53,SMAD4
SMAD4,TGIF1
TGIF1,SMAD4
SMAD4,SMURF2
SMURF2,SMAD4
SMAD4,NCOR2
NCOR2,SMAD4
SMAD4,RPS27A
SMAD4,TFDP2
TFDP2,SMAD4
SMAD4,HDAC1
HDAC1,SMAD4
SMAD4,TFDP1
TFDP1,SMAD4
SMAD4,RBL1
RBL1,SMAD4
SMAD4,SMURF1
SMURF1,SMAD4
SMAD4,RUNX3
RUNX3,SMAD4
SMAD4,HOPX
HOPX,SMAD4
SMAD4,SKIL
SKIL,SMAD4
SMAD4,SMAD2
SMAD2,SMAD4
SMAD4,TCF7L2
TCF7L2,SMAD4
SMAD4,PARP1
PARP1,SMAD4
SMAD4,MAPK3
MAPK3,SMAD4
SMAD4,NCOR1
NCOR1,SMAD4
CXXC1,SIN3A
SIN3A,CXXC1
CXXC1,ASH2L
ASH2L,CXXC1
CXXC1,HCFC1
HCFC1,CXXC1
EIF5B,RPS14
RNPS1,RPS14
POLR2C,RPS14
POLR2B,RPS14
POLR1C,RPS14
POLR2F,RPS14
UPF1,RPS14
TRP53,RPS14
SRSF9,RPS14
NCOA4,FTH1
DDB1,POLR2C
POLR2C,DDB1
DDB1,UBC
DDB1,POLR2F
POLR2F,DDB1
DDB1,TCEA1
TCEA1,DDB1
DDB1,TRP53
TRP53,DDB1
DDB1,ERCC6
ERCC6,DDB1
DDB1,PIAS1
PIAS1,DDB1
DDB1,RUVBL1
RUVBL1,DDB1
DDB1,PLRG1
PLRG1,DDB1
DDB1,POLR2K
POLR2K,DDB1
DDB1,RPS27A
DDB1,RBBP7
RBBP7,DDB1
DDB1,POLR2B
POLR2B,DDB1
DDB1,COPS5
COPS5,DDB1
DDB1,COPS2
COPS2,DDB1
DDB1,ATM
ATM,DDB1
DDB1,RFC1
RFC1,DDB1
DDB1,ACTB
DDB1,PARP1
PARP1,DDB1
DDB1,POLR2J
POLR2J,DDB1
DDB1,POLR2G
POLR2G,DDB1
SMARCA2,ARID1B
ARID1B,SMARCA2
SMARCA2,HMGB1
SMARCA2,SMARCE1
SMARCE1,SMARCA2
SMARCA2,DPF2
DPF2,SMARCA2
SMARCA2,CBFB
CBFB,SMARCA2
SMARCA2,SMARCC2
SMARCC2,SMARCA2
SMARCA2,SMARCA4
SMARCA4,SMARCA2
SMARCA2,ARID1A
ARID1A,SMARCA2
SMARCA2,BRD7
BRD7,SMARCA2
SMARCA2,ACTG1
SMARCA2,PBRM1
PBRM1,SMARCA2
SMARCA2,ACTB
SMARCA2,SMARCC1
SMARCC1,SMARCA2
SMARCA2,NCOR1
NCOR1,SMARCA2
RELA,RPS3
RELA,PSME1
RELA,PSMB3
RELA,UBC
RELA,REL
REL,RELA
RELA,MAP3K7
MAP3K7,RELA
RELA,HMGB1
RELA,NFKB1
NFKB1,RELA
RELA,PSMA3
RELA,BCL3
BCL3,RELA
RELA,TRP53
TRP53,RELA
RELA,NFKB2
NFKB2,RELA
RELA,NFKBIB
NFKBIB,RELA
RELA,STAT3
STAT3,RELA
RELA,JUN
JUN,RELA
RELA,IKBKG
IKBKG,RELA
RELA,IKBKB
IKBKB,RELA
RELA,RPS27A
RELA,PSME2
RELA,HDAC1
HDAC1,RELA
RELA,RAC1
RELA,RAC2
RELA,PSMA7
RELA,RELB
RELB,RELA
RELA,TLR4
TLR4,RELA
RELA,KLF2
KLF2,RELA
RELA,PSMA4
RELA,IRF1
IRF1,RELA
RELA,MYD88
MYD88,RELA
RELA,NFKBIZ
NFKBIZ,RELA
RELA,PSMB2
RELA,SIRT1
SIRT1,RELA
HHEX,JUN
JUN,HHEX
EIF5B,EIF3A
NAP1L4,EIF3A
XBP1,P4HB
ATF6,P4HB
EIF5B,RPS26
PA2G4,LYZ2
PA2G4,RPL27A
PA2G4,GRN
PA2G4,CREG1
PA2G4,RPL7
PA2G4,RPL37A
PA2G4,RPL27
PA2G4,RPL6
PA2G4,RPL39
PA2G4,PYCARD
PA2G4,DDX54
DDX54,PA2G4
PA2G4,RPL23A
PA2G4,RPL9
PA2G4,RPL35
PA2G4,FABP5
PA2G4,RPL14
PA2G4,SDCBP
PA2G4,GDI2
PA2G4,RPS13
PA2G4,RPL4
PA2G4,ANXA2
PA2G4,RPL32
PA2G4,ZNRD1
ZNRD1,PA2G4
PA2G4,RPL10A
PA2G4,EIF3K
PA2G4,RPL22
PA2G4,RPL15
PA2G4,RPL26
PA2G4,RPL34
PA2G4,RPL38
PA2G4,RPL23
PA2G4,LYZ1
PA2G4,FTL1
PA2G4,POLR1C
POLR1C,PA2G4
PA2G4,RPL11
PA2G4,RPL5
PA2G4,EEF1G
PA2G4,MAPK1
MAPK1,PA2G4
PA2G4,RPS24
PA2G4,RPL21
PA2G4,RPL30
PA2G4,RPLP0
PA2G4,RPS8
PA2G4,CTSC
PA2G4,RPL3
PA2G4,PRKCD
PA2G4,RPS6
PA2G4,CTSA
PA2G4,RPL12
PA2G4,RPL18
PA2G4,RPL35A
PA2G4,RPS16
PA2G4,RPL18A
PA2G4,REXO4
REXO4,PA2G4
DDIT3,NFE2L2
NFE2L2,DDIT3
DDIT3,XBP1
XBP1,DDIT3
DDIT3,HSPA5
DDIT3,ATF4
ATF4,DDIT3
DDIT3,CEBPA
CEBPA,DDIT3
DDIT3,CEBPB
CEBPB,DDIT3
DDIT3,JUN
JUN,DDIT3
DDIT3,ATF6
ATF6,DDIT3
DDIT3,ATF3
ATF3,DDIT3
KDM5C,ATP5A1
KDM6B,ATP5A1
JARID2,ATP5A1
POLR2B,ATP5A1
KDM5A,ATP5A1
POLR2G,ATP5A1
BACH1,TRP53
TRP53,BACH1
BACH1,MAFG
MAFG,BACH1
COPS5,MYEOV2
COPS5,FEM1B
FEM1B,COPS5
COPS5,POLR2C
POLR2C,COPS5
COPS5,UBC
COPS5,POLR2F
POLR2F,COPS5
COPS5,KLHL9
COPS5,TCEB2
TCEB2,COPS5
COPS5,ERCC6
ERCC6,COPS5
COPS5,RUVBL1
RUVBL1,COPS5
COPS5,POLR2K
POLR2K,COPS5
COPS5,JUN
JUN,COPS5
COPS5,RPS27A
COPS5,PSMA2
COPS5,RBBP7
RBBP7,COPS5
COPS5,POLR2B
POLR2B,COPS5
COPS5,COPS2
COPS2,COPS5
COPS5,ACTB
COPS5,TCEB1
TCEB1,COPS5
COPS5,VHL
VHL,COPS5
COPS5,POLR2J
POLR2J,COPS5
COPS5,POLR2G
POLR2G,COPS5
ORC2,MCM6
MCM6,ORC2
ORC2,MCM3
MCM3,ORC2
ORC2,UBC
ORC2,MCM5
MCM5,ORC2
ORC2,MCM2
MCM2,ORC2
ORC2,CCNL1
ORC2,RPS27A
PHF3,PTP4A1
EIF5B,RPS3
EIF5B,RPL37A
EIF5B,RPL36AL
EIF5B,RPL36A
EIF5B,RPL27
EIF5B,EIF4G2
EIF5B,RPL39
EIF5B,RPL23A
EIF5B,RPL35
EIF5B,RPS28
EIF5B,EIF1
EIF5B,RPS12
EIF5B,RPS19
EIF5B,RPS13
EIF5B,RPS10
EIF5B,RPL32
EIF5B,RPL37
EIF5B,RPS27A
EIF5B,RPL15
EIF5B,RPL26
EIF5B,RPS21
EIF5B,RPL34
EIF5B,RPL38
EIF5B,RPL23
EIF5B,RPS15A
EIF5B,RPL11
EIF5B,RPL5
EIF5B,RPS20
EIF5B,ATPIF1
EIF5B,RPS27L
EIF5B,EIF4A1
EIF5B,RPS24
EIF5B,RPL30
EIF5B,RPS8
EIF5B,RPL3
EIF5B,RPS27
EIF5B,RPS6
EIF5B,RPS29
EIF5B,RPL35A
EIF5B,RPS16
EIF5B,RPL18A
EIF5B,RPS25
EIF5B,RPS15
RNF4,SEPT2
TUBA1A,SEPT2
MCM6,MCM3
MCM3,MCM6
MCM6,UBC
MCM6,MCM2
MCM2,MCM6
MCM6,SSRP1
SSRP1,MCM6
MCM6,RAD51
RAD51,MCM6
MCM6,RPS27A
MCM6,MCM5
MCM5,MCM6
MCM6,TIMELESS
TIMELESS,MCM6
MCM6,SMARCA5
SMARCA5,MCM6
AHCTF1,BUB3
BUB3,AHCTF1
AHCTF1,RPS27
PARP1,UBC
PARP1,TRP53
TRP53,PARP1
PARP1,PIAS1
PIAS1,PARP1
PARP1,SMARCA4
SMARCA4,PARP1
PARP1,SSRP1
SSRP1,PARP1
PARP1,APEX1
APEX1,PARP1
PARP1,RPS27A
PARP1,ANXA5
PARP1,ATM
ATM,PARP1
PARP1,TIMELESS
TIMELESS,PARP1
PARP1,RFC1
RFC1,PARP1
PARP1,MAPK1
MAPK1,PARP1
PARP1,SMAD2
SMAD2,PARP1
PARP1,MAPK3
MAPK3,PARP1
PARP1,SIRT1
SIRT1,PARP1
ATF3,XBP1
XBP1,ATF3
ATF3,ATF4
ATF4,ATF3
ATF3,TRP53
TRP53,ATF3
ATF3,CEBPB
CEBPB,ATF3
ATF3,STAT3
STAT3,ATF3
ATF3,JUN
JUN,ATF3
ATF3,ATF2
ATF2,ATF3
ATF3,JUNB
JUNB,ATF3
ATF3,EGR1
EGR1,ATF3
ATF3,ATF6
ATF6,ATF3
ATF3,HSF1
HSF1,ATF3
ATF3,STAT1
STAT1,ATF3
ATF3,CREB1
CREB1,ATF3
ATF3,CREM
CREM,ATF3
BATF3,JUNB
JUNB,BATF3
BATF3,NFIL3
NFIL3,BATF3
BATF3,ITGAX
ATF6,XBP1
XBP1,ATF6
ATF6,HSPA5
ATF6,ATF4
ATF4,ATF6
ZEB2,VIM
BMI1,RBBP4
RBBP4,BMI1
BMI1,EZH2
EZH2,BMI1
BMI1,YAF2
YAF2,BMI1
BMI1,RNF2
RNF2,BMI1
BMI1,CBFB
CBFB,BMI1
BMI1,EZH1
EZH1,BMI1
BMI1,EED
EED,BMI1
BMI1,TRP53
TRP53,BMI1
BMI1,RYBP
RYBP,BMI1
BMI1,CTBP1
CTBP1,BMI1
BMI1,AEBP2
AEBP2,BMI1
BMI1,BCOR
BCOR,BMI1
BMI1,ASXL1
ASXL1,BMI1
BMI1,TFDP2
TFDP2,BMI1
BMI1,RBBP7
RBBP7,BMI1
BMI1,H2AFV
BMI1,TFDP1
TFDP1,BMI1
BMI1,KDM2B
KDM2B,BMI1
BMI1,ATM
ATM,BMI1
BMI1,H3F3B
BMI1,H3F3A
MED27,NCOA3
NCOA3,MED27
MED27,MED1
MED1,MED27
MED27,MED13
MED13,MED27
MED27,THRAP3
THRAP3,MED27
MED27,NCOR2
NCOR2,MED27
MED27,MED6
MED6,MED27
MED27,MED14
MED14,MED27
MED27,NCOA1
NCOA1,MED27
MED27,MED21
MED21,MED27
MED27,MED17
MED17,MED27
MED27,MED30
MED30,MED27
MED27,HDAC3
HDAC3,MED27
MED27,NCOR1
NCOR1,MED27
NR4A2,MED1
MED1,NR4A2
NR4A2,SUMO2
NR4A2,CREB1
CREB1,NR4A2
NOTCH1,UBC
NOTCH1,EZH2
EZH2,NOTCH1
NOTCH1,TRP53
TRP53,NOTCH1
NOTCH1,NOTCH2
NOTCH2,NOTCH1
NOTCH1,KLF4
KLF4,NOTCH1
NOTCH1,RPS27A
NOTCH1,RUNX3
RUNX3,NOTCH1
NOTCH1,RBPJ
RBPJ,NOTCH1
XBP1,PDIA3
RAD51,MCM3
MCM3,RAD51
RAD51,MCM2
MCM2,RAD51
RAD51,TRP53
TRP53,RAD51
RAD51,MCM5
MCM5,RAD51
RAD51,SUMO2
RAD51,ATM
ATM,RAD51
MAPK1,FABP5
REL,PSMA7
HNRNPD,PSMA7
NFKB1,PSMA7
APC,PSMA7
TCEB2,PSMA7
TRP53,PSMA7
NF1,PSMA7
SMURF2,PSMA7
NFKB2,PSMA7
NFKBIB,PSMA7
WWP1,PSMA7
RUNX3,PSMA7
BUB3,PSMA7
RELB,PSMA7
TCEB1,PSMA7
VHL,PSMA7
RBL1,MCM3
MCM3,RBL1
RBL1,RBBP4
RBBP4,RBL1
RBL1,TRP53
TRP53,RBL1
RBL1,TFDP2
TFDP2,RBL1
RBL1,HDAC1
